Player,2021/22,2021/22(*),2020/21,2020/21(*),2019/20,2019/20(*),2018/19,2018/19(*),2017/18,2017/18(*),2016/17,2016/17(*),2015/16,2015/16(*),2014/15,2014/15(*),2013/14,2013/14(*),2012/13,2012/13(*),2011/12,2011/12(*),2010/11,2010/11(*),2009/10,2009/10(*),2008/09,2008/09(*),2007/08,2007/08(*),2006/07,2006/07(*),2005/06,2005/06(*),2004/05,2004/05(*),2003/04,2003/04(*),2002/03,2002/03(*),2001/02,2001/02(*),2000/01,2000/01(*),1999/00,1999/00(*),1998/99,1998/99(*),1997/98,1997/98(*),1996/97,1996/97(*)
Tiago Splitter,,,,,,,,,,,"$8,250,000","$9,300,102","$8,500,000","$9,677,486","$9,250,000","$10,544,417","$10,000,000","$11,635,603","$3,944,000","$4,669,593","$3,672,000","$4,419,895","$3,400,000","$4,238,140",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Garnett,,,,,,,,,,,"$8,000,000","$9,018,280","$8,500,000","$9,677,486","$12,000,000","$13,679,243","$11,532,468","$13,418,722","$12,467,532","$14,761,234","$21,247,044","$25,574,542","$18,800,000","$23,434,426","$16,400,000","$20,658,131","$24,751,934","$30,733,731","$23,750,000","$30,970,569","$21,000,000","$28,120,335","$18,000,000","$25,144,102","$16,000,000","$22,915,846","$28,000,000","$41,412,563","$25,200,000","$38,058,583","$22,400,000","$34,190,957","$19,610,000","$30,904,632","$16,806,300","$27,474,154","$14,000,000","$23,335,852","$2,109,120","$3,574,793","$1,666,000","$2,888,612"
Boris Diaw,,,,,,,,,,,"$7,000,000","$7,890,995","$7,500,000","$8,538,958","$8,000,000","$9,119,495","$4,702,500","$5,471,642","$4,500,000","$5,327,883","$9,000,000","$10,833,077","$9,000,000","$11,218,608","$9,000,000","$11,336,779","$9,000,000","$11,175,029","$9,000,000","$11,736,215","$1,870,501","$2,504,719","$1,174,200","$1,640,233","$1,097,640","$1,572,084","$1,021,080","$1,510,197",,,,,,,,,,,,,,
Rodney Stuckey,,,,,,,,,,,"$7,000,000","$7,890,995","$7,000,000","$7,969,694","$1,227,985","$1,399,825","$8,500,000","$9,890,263","$8,500,000","$10,063,779","$8,500,000","$10,231,240","$2,767,126","$3,449,255","$1,805,040","$2,273,704","$1,687,320","$2,095,094","$1,569,600","$2,046,796",,,,,,,,,,,,,,,,,,,,,,
Sergio Rodriguez,,,,,,,,,,,"$6,800,000","$7,665,538",,,,,,,,,,,,,"$1,892,035","$2,383,287","$1,048,800","$1,302,263","$817,000","$1,065,387","$912,000","$1,221,225",,,,,,,,,,,,,,,,,,,,
Carl Landry,,,,,,,,,,,"$6,750,000","$7,609,174","$6,750,000","$7,685,062","$6,750,000","$7,694,574","$6,750,000","$7,854,032","$4,000,000","$4,735,896","$8,500,000","$10,231,240","$3,000,000","$3,739,536","$3,000,000","$3,778,926","$3,000,000","$3,725,009","$427,163","$557,030",,,,,,,,,,,,,,,,,,,,,,
Tim Duncan,,,,,,,,,,,"$5,643,750","$6,362,115","$5,250,000","$5,977,271","$10,361,446","$11,811,395","$10,361,446","$12,056,167","$9,638,554","$11,411,797","$21,164,619","$25,475,329","$18,700,000","$23,309,775","$22,183,220","$27,942,919","$20,598,704","$25,576,790","$19,014,188","$24,794,956","$17,429,672","$23,339,438","$15,845,156","$22,134,012","$14,260,641","$20,424,665","$12,676,125","$18,748,244","$12,072,500","$18,232,629","$10,865,250","$16,584,522","$9,660,000","$15,223,801","$3,858,240","$6,307,270","$3,413,000","$5,688,947","$2,967,840","$5,030,257",,
Jared Sullinger,,,,,,,,,,,"$5,628,000","$6,344,360","$2,269,260","$2,583,615","$1,424,520","$1,623,863","$1,365,720","$1,589,097","$1,306,920","$1,547,359",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roy Hibbert,,,,,,,,,,,"$5,000,000","$5,636,425","$15,514,031","$17,663,155","$14,898,938","$16,983,850","$14,283,844","$16,620,114","$13,668,750","$16,183,445","$2,588,590","$3,115,821","$1,685,280","$2,100,721","$1,575,360","$1,984,389","$1,465,400","$1,819,543",,,,,,,,,,,,,,,,,,,,,,,,
Luis Scola,,,,,,,,,,,"$5,000,000","$5,636,425","$2,900,000","$3,301,730","$4,500,000","$5,129,716","$4,500,000","$5,236,021","$4,500,000","$5,327,883","$8,591,793","$10,341,729","$7,775,378","$9,692,102","$3,375,600","$4,252,048","$3,100,667","$3,850,004","$2,910,000","$3,794,709",,,,,,,,,,,,,,,,,,,,,,
Greivis Vasquez,,,,,,,,,,,"$4,347,826","$4,901,239","$6,600,000","$7,514,283","$6,400,000","$7,295,596","$2,150,188","$2,501,873","$1,191,240","$1,410,397","$1,113,600","$1,340,412","$1,035,960","$1,291,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Hill,,,,,,,,,,,"$4,000,000","$4,509,140","$4,000,000","$4,554,111","$9,000,000","$10,259,432","$3,500,000","$4,072,461","$3,500,000","$4,143,909","$2,855,760","$3,437,407","$2,669,520","$3,327,588","$2,483,280","$3,128,044",,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Miller,,,,,,,,,,,"$3,500,000","$3,945,497","$4,354,127","$4,957,294","$9,332,000","$10,637,891","$7,599,507","$8,842,484","$5,800,000","$6,867,049","$5,400,000","$6,499,846","$5,000,000","$6,232,560","$9,750,000","$12,281,511","$9,028,575","$11,210,509","$8,376,194","$10,922,757","$7,623,813","$10,208,770","$6,750,000","$9,429,038","$6,000,000","$8,593,442","$3,380,457","$4,999,763","$2,668,080","$4,029,497","$2,494,080","$3,806,918","$2,320,080","$3,656,359",,,,,,,,
Anthony Morrow,,,,,,,,,,,"$3,488,000","$3,931,970","$3,344,000","$3,807,237","$3,200,000","$3,647,798","$1,027,424","$1,195,469","$4,000,000","$4,735,896","$4,000,000","$4,814,701","$4,000,000","$4,986,048","$736,420","$927,625","$442,114","$548,959",,,,,,,,,,,,,,,,,,,,,,,,
Kevin Martin,,,,,,,,,,,"$3,336,000","$3,760,623","$7,402,474","$8,427,921","$6,792,500","$7,743,021","$6,500,000","$7,563,142","$12,939,675","$15,320,239","$11,519,840","$13,866,147","$11,100,005","$13,836,290","$10,180,170","$12,823,371","$8,760,335","$10,877,444","$1,808,121","$2,357,833","$1,002,840","$1,342,866","$937,440","$1,309,504","$872,040","$1,248,970",,,,,,,,,,,,,,,,
Tibor Pleiss,,,,,,,,,,,"$2,800,000","$3,156,398","$2,700,000","$3,074,025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martell Webster,,,,,,,,,,,"$2,500,000","$2,818,212","$5,713,500","$6,504,978","$5,381,750","$6,134,855","$5,150,000","$5,992,335","$2,200,000","$2,604,742","$5,256,000","$6,326,517","$4,800,000","$5,983,257","$4,344,000","$5,471,885","$3,771,133","$4,682,502","$2,974,080","$3,878,271","$2,780,160","$3,722,810","$2,586,120","$3,612,537",,,,,,,,,,,,,,,,,,
Randy Foye,,,,,,,,,,,"$2,500,000","$2,818,212","$3,135,000","$3,569,284","$3,000,000","$3,419,810","$3,000,000","$3,490,681","$2,500,000","$2,959,935","$4,250,000","$5,115,620","$4,250,000","$5,297,676","$3,575,761","$4,504,179","$2,815,560","$3,495,996","$2,631,840","$3,431,982","$2,448,240","$3,278,349",,,,,,,,,,,,,,,,,,,,
Alonzo Gee,,,,,,,,,,,"$2,255,408","$2,542,487","$1,320,000","$1,502,856","$1,063,384","$1,212,190","$3,250,000","$3,781,571","$3,500,000","$4,143,909","$854,389","$1,028,406","$681,492","$849,486",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maurice Williams,,,,,,,,,,,"$2,194,500","$2,473,827","$2,100,000","$2,390,908","$3,750,000","$4,274,763","$2,652,000","$3,085,762","$8,500,000","$10,063,779","$8,500,000","$10,231,240","$9,300,000","$11,592,562","$8,860,000","$11,160,429","$8,353,000","$10,371,668","$7,750,000","$10,106,185","$1,920,000","$2,571,002","$1,760,000","$2,458,534","$1,600,000","$2,291,584","$366,931","$542,698",,,,,,,,,,,,,,
Kevin Seraphin,,,,,,,,,,,"$1,800,000","$2,029,113","$2,814,000","$3,203,817","$3,898,691","$4,444,262","$2,761,113","$3,212,721","$1,797,600","$2,128,311","$1,680,360","$2,022,607","$1,563,120","$1,948,447",,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Lee,,,,,,,,,,,"$1,551,659","$1,749,162","$17,120,776","$19,492,479","$15,012,000","$17,112,733","$13,878,000","$16,147,890","$12,744,000","$15,088,565","$11,610,000","$13,974,670","$10,800,000","$13,462,330","$7,000,000","$8,817,495","$1,788,033","$2,220,146","$990,600","$1,291,766","$926,040","$1,240,026","$861,360","$1,203,229",,,,,,,,,,,,,,,,,,
Caron Butler,,,,,,,,,,,"$1,551,659","$1,749,162","$1,499,187","$1,706,866","$4,500,000","$5,129,716","$8,386,992","$9,758,770","$8,000,000","$9,471,792","$8,000,000","$9,629,402","$10,561,960","$13,165,610","$9,780,970","$12,320,522","$9,249,980","$11,485,421","$8,218,990","$10,717,759","$7,438,000","$9,959,954","$2,461,617","$3,438,619","$1,930,680","$2,765,197","$1,804,680","$2,669,158","$1,678,800","$2,535,426",,,,,,,,,,,,
Steve Novak,,,,,,,,,,,"$1,551,659","$1,749,162","$3,758,017","$4,278,605","$3,445,947","$3,928,162","$3,750,001","$4,363,352","$4,054,055","$4,799,895","$992,680","$1,194,864","$734,945","$916,117","$855,189","$1,077,232","$797,581","$990,332","$687,456","$896,459","$600,000","$803,438",,,,,,,,,,,,,,,,,,,,
Metta World Peace,,,,,,,,,,,"$1,551,659","$1,749,162","$1,499,187","$1,706,866","$250,000","$284,984","$9,317,280","$10,841,216","$7,258,960","$8,594,420","$6,790,640","$8,173,725","$6,322,320","$7,880,848","$5,854,000","$7,373,945","$7,400,000","$9,188,357","$7,400,000","$9,649,777","$7,526,316","$10,078,215","$6,842,105","$9,557,699","$6,157,895","$8,819,585","$5,473,684","$8,095,688","$1,904,860","$2,876,836","$1,241,760","$1,895,400","$1,160,760","$1,829,314","$1,079,760","$1,765,141",,,,,,
Brandon Bass,,,,,,,,,,,"$1,551,659","$1,749,162","$3,000,000","$3,415,583","$6,950,000","$7,922,562","$6,750,000","$7,854,032","$6,500,000","$7,695,831","$4,250,000","$5,115,620","$4,000,000","$4,986,048","$4,000,000","$5,038,568","$826,269","$1,025,953","$770,610","$1,004,893","$664,209","$889,418","$398,762","$557,028",,,,,,,,,,,,,,,,,,
James Jones,,,,,,,,,,,"$1,551,659","$1,749,162","$1,499,187","$1,706,866","$1,448,490","$1,651,187","$1,500,000","$1,745,340",,,"$1,500,000","$1,805,512","$1,069,509","$1,333,155","$4,320,000","$5,441,654","$4,010,000","$4,979,096","$2,900,000","$3,781,669","$2,650,000","$3,548,518","$2,400,000","$3,352,547","$620,046","$888,054","$366,931","$542,698",,,,,,,,,,,,,,
Chris Andersen,,,,,,,,,,,"$1,551,659","$1,749,162","$5,000,000","$5,692,639","$5,300,000","$6,041,666","$6,217,507","$7,234,443","$5,225,952","$6,187,391","$4,234,000","$5,096,361","$4,533,300","$5,650,813","$3,650,000","$4,597,693","$998,398","$1,239,680",,,,,"$3,500,000","$4,889,131","$1,600,000","$2,291,584","$638,679","$944,619","$512,435","$773,910","$288,171","$439,859",,,,,,,,,,
Mitch McGary,,,,,,,,,,,"$1,526,040","$1,720,282","$1,463,040","$1,665,711","$1,400,040","$1,595,957",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcelo Huertas,,,,,,,,,,,"$1,500,000","$1,690,927","$525,093","$597,832",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Adams,,,,,,,,,,,"$1,465,080","$1,651,562","$1,404,600","$1,599,176","$1,344,120","$1,532,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sasha Vujacic,,,,,,,,,,,"$1,410,598","$1,590,146","$1,356,146","$1,544,009",,,"$69,791","$81,206",,,,,"$5,475,113","$6,824,794","$5,000,000","$6,298,210","$4,524,887","$5,618,416","$1,756,951","$2,291,106","$973,920","$1,304,140","$910,440","$1,271,788","$846,840","$1,212,878",,,,,,,,,,,,,,,,
Sasha Kaun,,,,,,,,,,,"$1,333,420","$1,503,144","$1,276,000","$1,452,761",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Thornton,,,,,,,,,,,"$1,315,448","$1,482,884","$1,436,891","$1,635,940","$8,697,500","$9,914,601","$8,165,000","$9,500,470","$7,632,500","$9,036,682","$7,000,000","$8,425,727","$762,195","$950,085","$457,888","$576,775",,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Anderson,,,,,,,,,,,"$1,315,448","$1,482,884","$4,000,000","$4,554,111","$1,276,061","$1,454,629","$947,907","$1,102,947","$885,120","$1,047,959",,,,,,,,,,,"$102,131","$136,759","$398,762","$557,028",,,,,,,,,,,,,,,,,,
Hollis Thompson,,,,,,,,,,,"$1,131,040","$1,275,003","$947,276","$1,078,500","$816,482","$930,738","$490,180","$570,354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rakeem Christmas,,,,,,,,,,,"$1,052,342","$1,186,289","$1,007,026","$1,146,527",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Robinson,,,,,,,,,,,"$1,050,961","$1,184,732","$981,348","$1,117,291","$3,678,360","$4,193,097","$3,526,440","$4,103,225","$3,374,640","$3,995,486",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pablo Prigioni,,,,,,,,,,,"$1,050,961","$1,184,732","$1,421,348","$1,618,243","$1,662,961","$1,895,670","$1,591,350","$1,851,631","$473,604","$560,734",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Roberts,,,,,,,,,,,"$1,050,961","$1,184,732","$2,854,940","$3,250,428","$2,732,000","$3,114,307","$788,872","$917,900","$473,604","$560,734",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Bennett,,,,,,,,,,,"$1,015,696","$1,144,978","$4,597,276","$5,234,126","$5,563,920","$6,342,518","$5,324,280","$6,195,121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walter Tavares,,,,,,,,,,,"$1,006,000","$1,134,048","$1,000,000","$1,138,527",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damjan Rudez,,,,,,,,,,,"$980,431","$1,105,225","$1,149,500","$1,308,737","$1,100,000","$1,253,930",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis Amundson,,,,,,,,,,,"$980,431","$1,105,225","$1,700,000","$1,935,497","$1,294,868","$1,476,067",,,"$1,365,196","$1,616,355","$2,403,000","$2,892,431","$2,225,000","$2,773,489","$855,189","$1,077,232",,,,,,,,,,,,,,,,,,,,,,,,,,
Beno Udrih,,,,,,,,,,,"$980,431","$1,105,225","$2,080,465","$2,368,667","$2,077,000","$2,367,649","$1,272,279","$1,480,373","$7,810,000","$9,246,837","$6,925,400","$8,335,933","$6,478,600","$8,075,652","$6,031,800","$7,597,909","$5,585,000","$6,934,726","$2,535,445","$3,306,280","$967,920","$1,296,106","$904,800","$1,263,910","$841,680","$1,205,488",,,,,,,,,,,,,,,,
Nick Johnson,,,,,,,,,,,"$980,431","$1,105,225","$845,059","$962,123","$507,336","$578,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elton Brand,,,,,,,,,,,"$980,000","$1,104,739","$890,693","$1,014,078","$2,000,000","$2,279,873","$4,000,000","$4,654,241","$18,160,354","$21,501,387","$17,059,727","$20,534,372","$15,959,099","$19,893,209","$14,858,471","$18,716,356","$13,757,844","$17,082,700","$15,344,000","$20,008,943","$14,248,000","$19,078,977","$13,152,000","$18,371,957","$12,056,000","$17,267,090","$10,960,000","$16,210,060","$4,895,656","$7,393,719","$3,882,360","$5,925,964","$3,629,160","$5,719,421","$3,375,960","$5,518,861",,,,,,
Stephen Zimmerman,,,,,,,,,,,"$950,000","$1,070,920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Kelly,,,,,,,,,,,"$713,305","$804,098","$1,724,250","$1,963,106","$1,650,000","$1,880,896","$490,180","$570,354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Anthony,,,,,,,,,,,"$663,810","$748,303","$2,500,000","$2,846,319","$3,800,000","$4,331,760","$3,800,000","$4,421,529","$3,750,000","$4,439,902","$3,600,000","$4,333,231","$3,300,000","$4,113,489","$825,497","$1,039,830","$711,517","$883,469","$427,163","$557,030",,,,,,,,,,,,,,,,,,,,,,
John Lucas,,,,,,,,,,,"$580,344","$654,213",,,"$491,968","$560,812","$1,600,000","$1,861,696","$1,500,000","$1,775,961","$915,852","$1,102,388","$208,264","$259,603",,,,,,,"$700,000","$937,344","$34,041","$47,551",,,,,,,,,,,,,,,,,,
Toney Douglas,,,,,,,,,,,"$564,868","$636,767","$2,971,568","$3,383,212","$268,973","$306,612","$1,600,000","$1,861,696","$2,067,880","$2,448,316","$1,145,640","$1,378,978","$1,071,000","$1,335,014","$996,240","$1,254,905",,,,,,,,,,,,,,,,,,,,,,,,,,
Semaj Christon,,,,,,,,,,,"$543,471","$612,646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maurice Ndour,,,,,,,,,,,"$543,471","$612,646","$525,093","$597,832",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Wiltjer,,,,,,,,,,,"$543,471","$612,646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arinze Onuaku,,,,,,,,,,,"$426,775","$481,097",,,"$48,028","$54,748","$106,776","$124,240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norris Cole,,,,,,,,,,,"$288,131","$324,805","$3,203,780","$3,647,592","$2,150,188","$2,451,078","$1,191,240","$1,386,079","$1,113,600","$1,318,473","$1,035,960","$1,246,959",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Bentil,,,,,,,,,,,"$281,968","$317,858",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yi Jianlian,,,,,,,,,,,"$250,000","$281,821",,,,,,,,,"$827,197","$995,676","$4,050,499","$5,048,995","$3,194,400","$4,023,800","$2,986,080","$3,707,725","$2,777,760","$3,622,265",,,,,,,,,,,,,,,,,,,,,,
Elliot Williams,,,,,,,,,,,"$250,000","$281,821","$57,726","$65,722","$161,511","$184,111","$797,545","$927,991","$1,442,880","$1,708,332","$1,348,800","$1,623,517","$1,254,720","$1,564,023",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamar Patterson,,,,,,,,,,,"$242,963","$273,888","$525,093","$597,832",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Laprovittola,,,,,,,,,,,"$204,601","$230,643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Williams,,,,,,,,,,,"$193,307","$217,912",,,"$487,905","$556,180","$111,518","$129,757","$2,500,000","$2,959,935","$2,500,000","$3,009,188","$762,195","$950,085",,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,048,000","$3,550,947"
Pierre Jackson,,,,,,,,,,,"$191,810","$216,224","$750,000","$853,895",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawn Long,,,,,,,,,,,"$154,512","$174,179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robbie Hummel,,,,,,,,,,,"$150,000","$169,092",,,"$880,000","$1,003,144","$490,180","$570,354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Tobey,,,,,,,,,,,"$138,937","$156,621",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patricio Garino,,,,,,,,,,,"$131,968","$148,765",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrod Uthoff,,,,,,,,,,,"$129,920","$146,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manny Harris,,,,,,,,,,,"$119,493","$134,702",,,,,"$104,034","$121,049",,,"$122,942","$147,982","$473,604","$590,353",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ray McCallum,,,,,,,,,,,"$119,493","$134,702","$1,076,758","$1,225,918","$816,482","$930,738","$524,616","$610,422",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Cousins,,,,,,,,,,,"$100,000","$112,728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP Tokoto,,,,,,,,,,,"$100,000","$112,728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefan Jankovic,,,,,,,,,,,"$100,000","$112,728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egidijus Mockevicius,,,,,,,,,,,"$100,000","$112,728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Farmar,,,,,,,,,,,"$82,976","$93,537","$2,291,455","$2,608,884","$2,100,000","$2,393,867","$1,106,942","$1,287,993","$1,500,000","$1,775,961","$4,000,000","$4,814,701","$3,750,000","$4,674,420","$1,947,240","$2,452,825","$1,080,000","$1,341,003","$1,009,560","$1,316,490","$939,120","$1,257,541",,,,,,,,,,,,,,,,,,,,
Prince Ibeh,,,,,,,,,,,"$77,250","$87,082",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy Ford,,,,,,,,,,,"$75,000","$84,546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Sims,,,,,,,,,,,"$75,000","$84,546","$161,633","$184,023","$915,243","$1,043,319","$788,872","$917,900","$25,073","$29,685",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaleb Tarczewski,,,,,,,,,,,"$75,000","$84,546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Benson,,,,,,,,,,,"$75,000","$84,546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Neal,,,,,,,,,,,"$72,193","$81,382","$2,139,000","$2,435,310","$3,250,000","$3,704,795","$3,250,000","$3,781,571","$972,000","$1,150,822","$762,195","$917,435","$525,000","$654,418",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Walkup,,,,,,,,,,,"$69,500","$78,346",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Auguste,,,,,,,,,,,"$60,000","$67,637",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brady Heslip,,,,,,,,,,,"$56,500","$63,691",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EJ Singler,,,,,,,,,,,"$50,000","$56,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dionte Christmas,,,,,,,,,,,"$50,000","$56,364",,,,,"$490,180","$570,354","$236,800","$280,365",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elgin Cook,,,,,,,,,,,"$50,000","$56,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Wood,,,,,,,,,,,"$50,000","$56,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJ Kennedy,,,,,,,,,,,"$50,000","$56,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beau Beech,,,,,,,,,,,"$45,000","$50,727",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Pressey,,,,,,,,,,,"$35,000","$39,454","$1,014,142","$1,154,628","$816,482","$930,738","$490,180","$570,354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Jovanovic,,,,,,,,,,,"$30,000","$33,818",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Wroten,,,,,,,,,,,"$25,000","$28,182","$2,346,760","$2,671,851","$1,210,080","$1,379,414","$1,160,040","$1,349,776","$1,110,120","$1,314,353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Zeisloft,,,,,,,,,,,"$25,000","$28,182",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dahntay Jones,,,,,,,,,,,"$24,022","$27,079",,,"$721,169","$822,087",,,"$2,900,000","$3,433,524","$2,700,000","$3,249,923","$2,500,000","$3,116,280","$2,500,000","$3,149,105","$926,678","$1,150,628","$753,767","$982,930","$1,886,113","$2,525,625","$1,223,160","$1,708,625","$1,143,360","$1,637,566","$1,063,680","$1,573,204",,,,,,,,,,,,,,
Kobe Bryant,,,,,,,,,,,,,"$25,000,000","$28,463,195","$23,500,000","$26,788,519","$30,453,000","$35,433,903","$27,849,000","$32,972,493","$25,244,493","$30,386,173","$24,806,250","$30,921,289","$23,034,375","$29,015,070","$21,262,500","$26,401,006","$19,490,625","$25,416,241","$17,718,750","$23,726,532","$15,946,875","$22,276,103","$14,175,000","$20,302,007","$13,500,000","$19,966,771","$12,375,000","$18,689,483","$11,250,000","$17,171,797","$10,130,000","$15,964,503","$9,000,000","$14,712,779","$1,319,000","$2,198,570","$1,167,240","$1,978,380","$1,015,000","$1,759,868"
Gerald Wallace,,,,,,,,,,,,,"$10,105,855","$11,505,796","$10,105,855","$11,520,037","$10,105,855","$11,758,772","$9,682,435","$11,463,751","$9,500,000","$11,434,915","$10,500,000","$13,088,376","$9,075,000","$11,431,252","$9,500,000","$11,795,864","$9,500,000","$12,388,227","$5,525,000","$7,398,326","$5,000,000","$6,984,473","$1,652,453","$2,366,709","$917,520","$1,357,030","$857,760","$1,295,441","$797,880","$1,217,869",,,,,,,,,,
OJ Mayo,,,,,,,,,,,,,"$8,000,000","$9,108,222","$8,000,000","$9,119,495","$8,000,000","$9,308,482","$4,020,000","$4,759,575","$5,632,637","$6,779,866","$4,456,200","$5,554,707","$4,165,560","$5,247,115","$3,875,040","$4,811,520",,,,,,,,,,,,,,,,,,,,,,,,
JJ Hickson,,,,,,,,,,,,,"$5,583,413","$6,356,870","$5,381,750","$6,134,855","$5,150,000","$5,992,335","$4,000,000","$4,735,896","$2,354,537","$2,834,098","$1,528,920","$1,905,817","$1,429,200","$1,800,280","$1,329,480","$1,650,775",,,,,,,,,,,,,,,,,,,,,,,,
Chase Budinger,,,,,,,,,,,,,"$5,258,082","$5,986,472","$5,000,000","$5,699,684","$5,000,000","$5,817,801","$942,293","$1,115,650","$854,389","$1,028,406","$780,871","$973,365","$457,588","$576,397",,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Kaman,,,,,,,,,,,,,"$5,000,000","$5,692,639","$4,800,000","$5,471,697","$3,183,000","$3,703,612","$8,000,000","$9,471,792","$14,030,000","$16,887,564","$11,800,000","$14,708,842","$10,400,000","$13,100,278","$9,500,000","$11,795,864","$8,600,000","$11,214,606","$3,491,768","$4,675,699","$2,753,760","$3,846,712","$2,574,240","$3,686,930","$2,394,600","$3,541,661",,,,,,,,,,,,,,
Drew Gooden,,,,,,,,,,,,,"$3,300,000","$3,757,141","$8,128,490","$9,265,966","$7,091,619","$8,251,526","$6,680,000","$7,908,946","$6,226,200","$7,494,323","$5,760,000","$7,179,909","$4,500,000","$5,668,389","$7,151,183","$8,879,408","$6,453,416","$8,415,409","$6,645,402","$8,898,615","$4,065,811","$5,679,509","$3,214,080","$4,603,335","$3,004,560","$4,443,804","$2,794,920","$4,221,059",,,,,,,,,,,,
