Player,2021/22,2021/22(*),2020/21,2020/21(*),2019/20,2019/20(*),2018/19,2018/19(*),2017/18,2017/18(*),2016/17,2016/17(*),2015/16,2015/16(*),2014/15,2014/15(*),2013/14,2013/14(*),2012/13,2012/13(*),2011/12,2011/12(*),2010/11,2010/11(*),2009/10,2009/10(*),2008/09,2008/09(*),2007/08,2007/08(*),2006/07,2006/07(*),2005/06,2005/06(*),2004/05,2004/05(*),2003/04,2003/04(*),2002/03,2002/03(*),2001/02,2001/02(*),2000/01,2000/01(*),1999/00,1999/00(*),1998/99,1998/99(*),1997/98,1997/98(*),1996/97,1996/97(*)
Jrue Holiday,"$31,171,333","$31,171,333","$27,026,011","$28,483,105","$26,131,111","$27,717,791","$26,641,111","$28,724,600","$25,686,667","$28,490,803","$11,000,000","$12,400,136","$11,000,000","$12,523,805","$11,000,000","$12,539,306","$11,000,000","$12,799,164","$2,674,851","$3,166,954","$1,741,440","$2,096,128","$1,627,920","$2,029,221","$1,514,280","$1,907,450",,,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Jokic,"$31,044,906","$31,044,906","$29,542,010","$31,134,753","$27,504,630","$29,174,710","$25,467,250","$27,458,936","$1,471,382","$1,632,008","$1,358,500","$1,531,416","$1,300,000","$1,480,086",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ McCollum,"$30,864,198","$30,864,198","$29,354,152","$30,936,766","$27,556,959","$29,230,217","$25,759,766","$27,774,328","$23,962,573","$26,578,494","$3,219,579","$3,629,383","$2,525,160","$2,874,964","$2,421,000","$2,759,787","$2,316,720","$2,695,643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Paul,"$30,800,000","$30,800,000","$41,358,814","$43,588,654","$38,506,482","$40,844,595","$35,654,150","$38,442,511","$24,268,959","$26,918,328","$22,868,827","$25,779,687","$21,468,695","$24,442,706","$20,068,563","$22,876,897","$18,668,431","$21,721,846","$17,779,457","$21,050,415","$16,359,805","$19,691,893","$14,940,153","$18,623,080","$13,520,500","$17,030,992","$4,574,189","$5,679,632","$3,615,960","$4,715,298","$3,380,160","$4,526,249","$3,144,240","$4,392,171",,,,,,,,,,,,,,,,,,
D'Angelo Russell,"$30,013,500","$30,013,500","$28,649,250","$30,193,860","$27,285,000","$28,941,744","$7,019,698","$7,568,679","$5,562,360","$6,169,586","$5,332,800","$6,011,585","$5,103,120","$5,810,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon Hayward,"$29,925,000","$29,925,000","$28,500,000","$30,036,563","$32,700,690","$34,686,275","$31,214,295","$33,655,433","$29,727,900","$32,973,205","$16,073,140","$18,119,011","$15,409,570","$17,544,224","$14,746,000","$16,809,510","$3,452,183","$4,016,823","$2,709,720","$3,208,238","$2,532,960","$3,048,861","$2,356,320","$2,937,181",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Ingram,"$29,467,800","$29,467,800","$27,285,000","$28,756,057","$7,265,485","$7,706,645","$5,757,120","$6,207,360","$5,519,400","$6,121,936","$5,281,680","$5,953,959",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamal Murray,"$29,467,800","$29,467,800","$27,285,000","$28,756,057","$4,444,746","$4,714,630","$3,499,800","$3,773,504","$3,355,320","$3,721,610","$3,210,840","$3,619,532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donovan Mitchell,"$28,103,500","$28,103,500","$5,195,501","$5,475,613","$3,635,760","$3,856,523","$3,111,480","$3,354,815","$2,621,280","$2,907,437",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
De'Aaron Fox,"$28,103,500","$28,103,500","$8,099,627","$8,536,314","$6,392,760","$6,780,928","$5,470,920","$5,898,777","$4,609,200","$5,112,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bam Adebayo,"$28,103,500","$28,103,500","$5,115,492","$5,391,291","$3,454,080","$3,663,811","$2,955,840","$3,187,003","$2,490,360","$2,762,225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayson Tatum,"$28,103,500","$28,103,500","$9,897,120","$10,430,718","$7,830,000","$8,305,437","$6,700,800","$7,224,841","$5,645,400","$6,261,691",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Horford,"$27,000,000","$27,000,000","$27,500,000","$28,982,649","$28,000,000","$29,700,159","$28,928,710","$31,191,102","$27,734,405","$30,762,086","$26,540,100","$29,918,259","$12,000,000","$13,662,333","$12,000,000","$13,679,243","$12,000,000","$13,962,724","$12,000,000","$14,207,688","$12,000,000","$14,444,103","$5,444,857","$6,787,079","$4,307,640","$5,426,085","$4,026,720","$4,999,857","$3,745,800","$4,884,612",,,,,,,,,,,,,,,,,,,,,,
Kyle Lowry,"$26,984,128","$26,984,128","$30,500,000","$32,144,392","$33,296,296","$35,318,046","$32,700,000","$35,257,329","$28,903,704","$32,059,034","$12,000,000","$13,527,421","$12,000,000","$13,662,333","$12,000,000","$13,679,243","$6,210,000","$7,225,709","$5,750,000","$6,807,850","$5,750,000","$6,921,133","$5,750,000","$7,167,444","$2,034,997","$2,563,368","$1,163,520","$1,444,707","$1,087,680","$1,418,360","$1,011,720","$1,354,757",,,,,,,,,,,,,,,,,,,,
Jaylen Brown,"$26,758,928","$26,758,928","$25,035,118","$26,384,874","$6,534,829","$6,931,623","$5,169,960","$5,574,280","$4,956,480","$5,497,564","$4,743,000","$5,346,713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeMar DeRozan,"$26,000,000","$26,000,000","$27,739,975","$29,235,562","$27,739,975","$29,424,345","$27,739,975","$29,909,401","$27,739,975","$30,768,264","$26,540,100","$29,918,259","$9,500,000","$10,816,014","$9,500,000","$10,829,401","$9,500,000","$11,053,823","$3,344,250","$3,959,505","$2,625,000","$3,159,647","$2,453,880","$3,058,791","$2,282,640","$2,875,309",,,,,,,,,,,,,,,,,,,,,,,,,,
Draymond Green,"$24,026,712","$24,026,712","$22,246,956","$23,446,389","$18,539,130","$19,664,825","$17,469,565","$18,835,786","$16,400,000","$18,190,338","$15,330,435","$17,281,770","$14,260,870","$16,236,397","$915,243","$1,043,319","$875,500","$1,018,697","$850,000","$1,006,377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Vucevic,"$24,000,000","$24,000,000","$26,000,000","$27,401,777","$28,000,000","$29,700,159","$12,750,000","$13,747,123","$12,250,000","$13,587,295","$11,750,000","$13,245,599","$11,250,000","$12,808,437","$2,902,757","$3,308,960","$1,892,280","$2,201,782","$1,768,800","$2,094,213","$1,645,400","$1,980,527",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy Hield,"$23,073,234","$23,073,234","$24,931,817","$26,276,003","$4,861,207","$5,156,379","$3,833,760","$4,133,582","$3,675,480","$4,076,721","$3,517,200","$3,964,887",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Collins,"$23,000,000","$23,000,000","$4,137,302","$4,360,362","$2,686,560","$2,849,687","$2,299,080","$2,478,881","$1,936,920","$2,148,367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malcolm Brogdon,"$21,700,000","$21,700,000","$20,700,000","$21,816,030","$20,000,000","$21,214,399","$1,544,951","$1,665,775","$1,312,611","$1,455,904","$875,000","$986,374",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Hardaway Jr,"$21,306,816","$21,306,816","$18,975,000","$19,998,027","$20,025,127","$21,241,052","$17,325,000","$18,679,915","$16,500,000","$18,301,255","$2,281,605","$2,572,019","$1,304,520","$1,485,232","$1,250,640","$1,425,650","$1,196,760","$1,392,502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Conley,"$21,000,000","$21,000,000","$34,502,132","$36,362,297","$32,511,623","$34,485,728","$30,521,115","$32,908,043","$28,530,608","$31,645,208","$26,540,100","$29,918,259","$9,680,000","$11,020,949","$8,760,000","$9,985,847","$7,900,000","$9,192,126","$7,180,000","$8,500,933","$6,611,571","$7,958,184","$4,913,007","$6,124,122","$3,883,800","$4,892,198","$3,630,480","$4,507,857","$3,377,160","$4,403,897",,,,,,,,,,,,,,,,,,,,,,
Gary Harris,"$20,932,143","$20,932,143","$19,610,714","$20,668,016","$18,189,286","$19,293,739","$16,517,857","$17,809,649","$2,550,055","$2,828,436","$1,655,880","$1,866,648","$1,587,480","$1,807,390","$1,519,200","$1,731,792",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danilo Gallinari,"$20,475,000","$20,475,000","$19,500,000","$20,551,333","$22,615,559","$23,988,775","$21,587,579","$23,275,852","$20,559,599","$22,804,028","$15,050,000","$16,965,640","$14,000,000","$15,939,389","$10,854,850","$12,373,844","$10,146,925","$11,806,559","$9,439,000","$11,175,531","$4,190,182","$5,043,618","$3,304,560","$4,119,173","$3,089,040","$3,891,085","$2,873,520","$3,567,963",,,,,,,,,,,,,,,,,,,,,,,,
Harrison Barnes,"$20,284,091","$20,284,091","$22,215,909","$23,413,668","$24,147,727","$25,613,976","$24,107,258","$25,992,585","$23,112,004","$25,635,071","$22,116,750","$24,931,882","$3,873,398","$4,409,971","$3,049,920","$3,476,716","$2,923,920","$3,402,157","$2,798,040","$3,312,806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerami Grant,"$20,002,500","$20,002,500","$19,050,000","$20,077,071","$9,346,153","$9,913,651","$8,333,333","$8,985,047","$1,524,305","$1,690,708","$980,431","$1,105,225","$845,059","$962,123","$884,879","$1,008,706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrett Allen,"$20,000,000","$20,000,000","$3,909,902","$4,120,702","$2,376,840","$2,521,161","$2,034,120","$2,193,199","$1,713,720","$1,900,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julius Randle,"$19,800,000","$19,800,000","$19,845,000","$20,914,933","$18,000,000","$19,092,959","$8,641,000","$9,316,776","$4,149,242","$4,602,202","$3,267,120","$3,682,975","$3,132,240","$3,566,142","$2,997,360","$3,416,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred VanVleet,"$19,675,926","$19,675,926","$21,250,000","$22,395,683","$9,346,153","$9,913,651","$8,653,847","$9,330,627","$1,312,611","$1,455,904","$543,471","$612,646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach LaVine,"$19,500,000","$19,500,000","$19,500,000","$20,551,333","$19,500,000","$20,684,039","$19,500,000","$21,025,012","$3,202,217","$3,551,793","$2,240,880","$2,526,110","$2,148,360","$2,445,967","$2,055,840","$2,343,528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goran Dragic,"$19,348,907","$19,348,907","$18,000,000","$18,970,461","$19,217,900","$20,384,810","$18,109,175","$19,525,417","$17,000,450","$18,856,337","$15,891,725","$17,914,504","$14,783,000","$16,830,856","$7,500,000","$8,549,527","$7,500,000","$8,726,702","$7,500,000","$8,879,805","$2,108,000","$2,537,347","$1,972,000","$2,458,121","$1,836,000","$2,312,703","$1,700,000","$2,110,838",,,,,,,,,,,,,,,,,,,,,,,,
Spencer Dinwiddie,"$19,314,284","$19,314,284","$11,454,048","$12,071,587","$10,605,600","$11,249,571","$1,656,092","$1,785,607","$1,524,305","$1,690,708","$726,672","$819,166","$845,059","$962,123","$700,000","$797,955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bojan Bogdanovic,"$18,700,000","$18,700,000","$17,850,000","$18,812,374","$17,000,000","$18,032,239","$10,500,000","$11,321,160","$10,500,000","$11,646,253","$3,573,020","$4,027,812","$3,425,510","$3,900,038","$3,278,000","$3,736,713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lonzo Ball,"$18,604,651","$18,604,651","$11,003,782","$11,597,045","$8,719,320","$9,248,757","$7,461,960","$8,045,528","$6,286,560","$6,972,844",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domantas Sabonis,"$18,500,000","$18,500,000","$19,800,000","$20,867,507","$3,529,554","$3,743,868","$2,659,800","$2,867,811","$2,550,000","$2,828,375","$2,440,200","$2,750,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Gordon,"$18,218,818","$18,218,818","$16,869,267","$17,778,765","$14,057,730","$14,911,315","$13,500,375","$14,556,182","$12,943,020","$14,355,970","$12,385,665","$13,962,175","$15,514,031","$17,663,155","$14,898,938","$16,983,850","$14,283,844","$16,620,114","$13,668,750","$16,183,445","$3,831,184","$4,611,501","$3,016,680","$3,760,327","$2,819,880","$3,552,039","$2,623,200","$3,257,148",,,,,,,,,,,,,,,,,,,,,,,,
Eric Bledsoe,"$18,125,000","$18,125,000","$16,875,000","$17,784,807","$15,625,000","$16,573,749","$15,000,000","$16,173,086","$14,500,000","$16,082,921","$14,000,000","$15,781,991","$13,500,000","$15,370,125","$13,000,000","$14,819,180","$2,626,473","$3,056,059","$1,707,720","$2,021,896","$1,596,360","$1,921,499","$1,485,000","$1,851,070",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myles Turner,"$18,000,000","$18,000,000","$18,000,000","$18,970,461","$18,000,000","$19,092,959","$3,294,994","$3,552,681","$2,483,040","$2,754,106","$2,380,440","$2,683,434","$2,277,960","$2,593,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bogdan Bogdanovic,"$18,000,000","$18,000,000","$18,000,000","$18,970,461","$8,529,386","$9,047,290","$9,000,000","$9,703,852","$9,470,614","$10,504,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Rozier,"$17,905,263","$17,905,263","$18,900,000","$19,918,984","$19,894,737","$21,102,745","$3,050,389","$3,288,947","$1,988,520","$2,205,600","$1,906,440","$2,149,101","$1,824,360","$2,077,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Rubio,"$17,800,000","$17,800,000","$17,000,000","$17,916,546","$16,200,000","$17,183,663","$14,800,000","$15,957,445","$14,100,000","$15,639,254","$13,400,000","$15,105,620","$12,700,000","$14,459,303","$5,070,686","$5,780,262","$4,002,120","$4,656,708","$3,741,120","$4,429,389","$3,480,120","$4,188,934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clint Capela,"$17,603,448","$17,603,448","$18,000,000","$18,970,461","$16,896,552","$17,922,510","$15,793,104","$17,028,216","$2,334,528","$2,589,381","$1,296,240","$1,461,232","$1,242,720","$1,414,871","$1,189,200","$1,355,613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caris LeVert,"$17,500,000","$17,500,000","$16,203,704","$17,077,318","$2,625,717","$2,785,150","$1,702,800","$1,835,968","$1,632,480","$1,810,692","$1,562,280","$1,761,134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Isaac,"$17,400,000","$17,400,000","$7,362,565","$7,759,514","$5,806,440","$6,159,006","$4,969,080","$5,357,690","$4,186,320","$4,643,327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Harris,"$17,357,143","$17,357,143","$16,071,429","$16,937,912","$7,666,667","$8,132,186","$8,333,333","$8,985,047","$1,524,305","$1,690,708","$980,431","$1,105,225","$845,059","$962,123","$884,879","$1,008,706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Fournier,"$17,142,857","$17,142,857","$17,150,000","$18,074,633","$17,150,000","$18,191,347","$17,000,000","$18,329,498","$17,000,000","$18,855,838","$17,000,000","$19,163,846","$2,288,204","$2,605,183","$1,483,920","$1,691,575","$1,422,720","$1,655,420","$1,361,400","$1,611,862",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Adams,"$17,073,171","$17,073,171","$29,592,695","$31,188,170","$25,842,697","$27,411,865","$24,157,304","$26,046,545","$22,471,911","$24,925,101","$3,140,517","$3,540,258","$2,279,040","$2,594,750","$2,184,960","$2,490,716","$2,090,880","$2,432,865",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markelle Fultz,"$16,500,000","$16,500,000","$12,288,697","$12,951,236","$9,745,200","$10,336,928","$8,339,880","$8,992,106","$7,026,240","$7,793,273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Gordon,"$16,409,091","$16,409,091","$18,136,364","$19,114,177","$19,863,636","$21,069,755","$21,590,909","$23,279,443","$5,504,419","$6,105,319","$4,351,320","$4,905,178","$4,171,680","$4,749,573","$3,992,040","$4,550,674",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Trent Jr,"$16,225,000","$16,225,000","$1,663,861","$1,753,567","$1,416,852","$1,502,883","$838,464","$904,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG Anunoby,"$16,071,429","$16,071,429","$3,872,215","$4,080,983","$2,281,800","$2,420,350","$1,952,760","$2,105,477","$1,645,200","$1,824,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis Bertans,"$16,000,000","$16,000,000","$15,000,000","$15,808,717","$7,000,000","$7,425,039","$7,000,000","$7,547,440","$1,312,611","$1,455,904","$543,471","$612,646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lauri Markkanen,"$15,690,909","$15,690,909","$6,731,508","$7,094,433","$5,300,400","$5,622,240","$4,536,120","$4,890,870","$3,821,640","$4,238,836",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick White,"$15,678,571","$15,678,571","$3,516,284","$3,705,862","$1,948,080","$2,066,367","$1,667,160","$1,797,541","$1,404,600","$1,557,935",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duncan Robinson,"$15,650,000","$15,650,000","$1,663,861","$1,753,567","$1,416,852","$1,502,883","$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Morris,"$15,627,907","$15,627,907","$14,883,721","$15,686,169","$15,000,000","$15,910,799","$5,375,000","$5,795,356","$5,000,000","$5,545,834","$4,625,000","$5,213,693","$5,000,000","$5,692,639","$3,105,301","$3,539,847","$2,096,760","$2,439,706","$1,959,960","$2,320,541","$1,823,280","$2,194,637",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Barton,"$15,625,000","$15,625,000","$13,723,214","$14,463,094","$12,776,786","$13,552,592","$11,830,358","$12,755,560","$3,533,333","$3,919,056","$3,533,333","$3,983,073","$3,533,333","$4,022,797","$915,243","$1,043,319","$788,872","$917,900","$550,000","$651,185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norman Powell,"$15,517,242","$15,517,242","$10,865,952","$11,451,784","$10,116,576","$10,730,854","$9,367,200","$10,099,769","$1,471,382","$1,632,008","$874,636","$985,964","$650,000","$740,043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dejounte Murray,"$15,428,880","$15,428,880","$14,286,000","$15,056,222","$2,321,735","$2,462,710","$1,544,951","$1,665,775","$1,312,611","$1,455,904","$1,180,080","$1,330,286",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Beasley,"$14,491,964","$14,491,964","$13,425,895","$14,149,745","$2,731,713","$2,897,582","$1,773,840","$1,912,564","$1,700,640","$1,886,293","$1,627,320","$1,834,453",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Beverley,"$14,320,987","$14,320,987","$13,333,333","$14,052,193","$12,345,680","$13,095,309","$5,027,028","$5,420,170","$5,513,514","$6,115,407","$6,000,000","$6,763,710","$6,486,486","$7,385,044","$915,243","$1,043,319","$788,872","$917,900","$298,092","$352,933",,,"$473,604","$590,353",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thaddeus Young,"$14,190,000","$14,190,000","$13,545,000","$14,275,272","$12,900,000","$13,683,287","$13,764,045","$14,840,473","$12,921,348","$14,331,932","$12,078,652","$13,616,084","$11,235,955","$12,792,447","$9,160,870","$10,442,814","$8,600,000","$10,006,619","$8,039,130","$9,518,121","$7,478,261","$9,001,398","$2,901,241","$3,616,431","$2,105,400","$2,652,050","$1,968,120","$2,443,755","$1,830,720","$2,387,302",,,,,,,,,,,,,,,,,,,,,,
Jonas Valanciunas,"$14,000,000","$14,000,000","$15,000,000","$15,808,717","$16,000,000","$16,971,519","$16,539,326","$17,832,797","$15,460,675","$17,148,470","$14,382,023","$16,212,640","$4,660,482","$5,306,088","$3,678,360","$4,193,098","$3,526,440","$4,103,225","$3,374,640","$3,995,486",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Smart,"$13,839,285","$13,839,285","$12,946,428","$13,644,428","$12,553,571","$13,315,823","$11,160,716","$12,033,548","$4,538,019","$5,033,420","$3,578,880","$4,034,418","$3,431,040","$3,906,334","$3,283,320","$3,742,777",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doug McDermott,"$13,750,000","$13,750,000","$7,333,333","$7,728,706","$7,333,333","$7,778,612","$7,333,334","$7,906,843","$3,294,994","$3,654,698","$2,483,040","$2,799,093","$2,380,440","$2,710,197","$2,277,960","$2,596,730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Wood,"$13,666,667","$13,666,667","$13,015,874","$13,717,618","$1,645,357","$1,745,263","$1,512,601","$1,630,895",,,"$874,636","$985,964","$339,762","$386,828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Rose,"$13,445,120","$13,445,120","$7,682,926","$8,097,147","$7,317,074","$7,761,366","$2,176,260","$2,346,456","$2,533,488","$2,810,060","$21,323,252","$24,037,384","$20,093,064","$22,876,512","$18,862,876","$21,502,489","$17,632,688","$20,516,696","$16,402,500","$19,420,134","$6,993,708","$8,418,153","$5,546,160","$6,913,355","$5,184,480","$6,530,589","$4,822,800","$5,988,325",,,,,,,,,,,,,,,,,,,,,,,,
Luke Kennard,"$13,347,727","$13,347,727","$5,273,826","$5,558,161","$3,827,160","$4,059,545","$3,275,280","$3,531,425","$2,759,280","$3,060,502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taurean Prince,"$13,334,375","$13,334,375","$12,250,000","$12,910,452","$3,481,985","$3,693,411","$2,526,840","$2,724,453","$2,422,560","$2,687,023","$2,318,280","$2,613,362",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brook Lopez,"$13,302,325","$13,302,325","$12,697,675","$13,382,263","$12,093,024","$12,827,312","$3,382,000","$3,646,491","$22,642,350","$25,114,147","$21,165,675","$23,859,750","$19,689,000","$22,416,474","$15,719,000","$17,918,669","$14,694,000","$17,097,356","$13,668,000","$16,182,557","$3,076,983","$3,703,688","$2,413,320","$3,008,232","$2,225,880","$2,803,812","$2,098,560","$2,605,718",,,,,,,,,,,,,,,,,,,,,,,,
Kentavious Caldwell-Pope,"$13,038,862","$13,038,862","$12,073,020","$12,723,931","$8,139,282","$8,633,499","$12,000,000","$12,938,469","$17,745,894","$19,683,159","$3,678,319","$4,146,514","$2,891,760","$3,292,349","$2,772,480","$3,160,452","$2,653,080","$3,087,018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Ingles,"$13,036,364","$13,036,364","$10,363,637","$10,922,387","$11,454,546","$12,150,065","$12,545,455","$13,526,582","$13,636,364","$15,125,004","$2,100,000","$2,367,298","$2,100,000","$2,390,908","$507,336","$578,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Kuzma,"$13,000,000","$13,000,000","$3,562,178","$3,754,231","$1,974,600","$2,094,497","$1,689,840","$1,821,995","$1,423,560","$1,578,965",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Covington,"$12,975,471","$12,975,471","$12,138,345","$12,792,777","$11,301,219","$11,987,428","$10,464,092","$11,282,444","$16,698,103","$18,520,984","$1,015,696","$1,144,978","$1,000,000","$1,138,527","$1,000,000","$1,139,936","$490,180","$570,354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ Warren,"$12,940,000","$12,940,000","$12,000,000","$12,646,974","$11,060,000","$11,731,563","$11,750,000","$12,668,918","$3,152,930","$3,497,125","$2,128,920","$2,399,899","$2,041,080","$2,323,826","$1,953,120","$2,226,433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deandre Ayton,"$12,632,950","$12,632,950","$10,018,200","$10,558,326","$9,562,920","$10,143,580","$8,175,840","$8,815,238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrence Ross,"$12,500,000","$12,500,000","$13,500,000","$14,227,845","$12,500,000","$13,258,999","$10,500,000","$11,321,160","$10,500,000","$11,646,253","$10,000,000","$11,272,850","$3,553,917","$4,046,233","$2,793,960","$3,184,938","$2,678,640","$3,116,759","$2,563,320","$3,034,904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Clarkson,"$12,420,000","$12,420,000","$11,500,000","$12,120,016","$13,437,500","$14,253,424","$12,500,000","$13,477,572","$11,562,500","$12,824,743","$12,500,000","$14,091,063","$845,059","$962,123","$507,336","$578,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dillon Brooks,"$12,200,000","$12,200,000","$11,400,000","$12,014,625","$1,618,520","$1,716,796","$1,378,242","$1,486,028","$815,615","$904,653",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly Olynyk,"$12,195,122","$12,195,122","$12,819,650","$13,510,815","$12,667,885","$13,437,078","$13,537,527","$14,596,240","$12,007,169","$13,317,955","$3,094,013","$3,487,834","$2,165,160","$2,465,094","$2,075,760","$2,366,235","$1,986,360","$2,311,249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Batum,"$12,026,998","$12,026,998","$11,608,231","$12,234,082","$25,565,217","$27,117,536","$24,000,000","$25,876,939","$22,434,783","$24,883,920","$20,869,566","$23,525,950","$11,860,750","$13,503,793","$11,390,500","$12,984,452","$10,920,250","$12,706,370","$11,950,000","$14,148,490","$2,155,365","$2,594,359","$1,196,760","$1,491,775","$1,118,760","$1,409,237","$1,040,640","$1,292,131",,,,,,,,,,,,,,,,,,,,,,,,
Josh Hart,"$12,000,000","$12,000,000","$3,491,159","$3,679,383","$1,934,160","$2,051,602","$1,655,160","$1,784,603","$1,394,520","$1,546,755",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jusuf Nurkic,"$12,000,000","$12,000,000","$12,888,889","$13,583,787","$12,000,000","$12,728,639","$11,111,111","$11,980,064","$2,947,304","$3,269,052","$1,921,320","$2,165,875","$1,842,000","$2,097,168","$1,762,680","$2,009,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly Oubre,"$12,000,000","$12,000,000","$14,375,000","$15,150,021","$15,625,000","$16,573,749","$3,208,630","$3,459,563","$2,093,040","$2,321,530","$2,006,640","$2,262,055","$1,920,240","$2,186,246",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
